timestamp,product,mid_price,sell_liquidity,buy_liquidity
4595,JAMS,6501,73,73
4595,PICNIC_BASKET1,58330.5,15,15
4595,PICNIC_BASKET2,30149.5,15,15
4596,CROISSANTS,4250,31,31
4596,DJEMBES,13356,22,22
4596,JAMS,6502.5,53,54
4596,PICNIC_BASKET1,58331.5,9,9
4596,PICNIC_BASKET2,30152.5,9,9
4597,CROISSANTS,4250.5,47,47
4597,DJEMBES,13355.5,22,22
4597,JAMS,6502.5,77,76
4597,PICNIC_BASKET1,58335.5,11,11
4597,PICNIC_BASKET2,30155.5,11,11
4598,CROISSANTS,4250.5,51,51
4598,DJEMBES,13356,26,26
4598,JAMS,6504.5,86,86
4598,PICNIC_BASKET1,58339.5,13,13
4598,PICNIC_BASKET2,30158,13,13
4599,CROISSANTS,4251.5,40,40
4599,DJEMBES,13355.5,22,22
4599,JAMS,6504,76,76
4599,PICNIC_BASKET1,58341.5,12,12
4599,PICNIC_BASKET2,30159,12,12
4600,CROISSANTS,4251.5,48,45
4600,DJEMBES,13355.5,20,20
4600,JAMS,6504.5,68,68
4600,PICNIC_BASKET1,58340.5,12,12
4600,PICNIC_BASKET2,30159.5,12,12
4601,CROISSANTS,4251.5,41,41
4601,DJEMBES,13354.5,17,17
4601,JAMS,6505,65,65
4601,PICNIC_BASKET1,58345.5,13,11
4601,PICNIC_BASKET2,30163,13,11
4602,CROISSANTS,4251.5,45,45
4602,DJEMBES,13354.5,22,22
4602,JAMS,6506,62,62
4602,PICNIC_BASKET1,58343,13,6
4602,PICNIC_BASKET2,30162,13,14
4603,CROISSANTS,4251.5,39,39
4603,DJEMBES,13354.5,15,15
4603,JAMS,6506,66,66
4603,PICNIC_BASKET1,58343.5,9,9
4603,PICNIC_BASKET2,30162.5,9,9
4604,CROISSANTS,4251.5,31,31
4604,DJEMBES,13354.5,19,19
4604,JAMS,6506,78,78
4604,PICNIC_BASKET1,58342,10,10
4604,PICNIC_BASKET2,30163,10,10
4605,CROISSANTS,4251.5,47,47
4605,DJEMBES,13354,23,23
4605,JAMS,6505.5,87,89
4605,PICNIC_BASKET1,58344.5,16,16
4605,PICNIC_BASKET2,30167,16,16
4606,CROISSANTS,4251.5,49,49
4606,DJEMBES,13354.5,22,22
4606,JAMS,6505,91,91
4606,PICNIC_BASKET1,58343,15,15
4606,PICNIC_BASKET2,30165.5,15,15
4607,CROISSANTS,4251.5,41,41
4607,DJEMBES,13354.5,20,20
4607,JAMS,6505.5,70,70
4607,PICNIC_BASKET1,58355.5,13,13
4607,PICNIC_BASKET2,30170,13,13
4608,CROISSANTS,4251.5,39,39
4608,DJEMBES,13354.5,22,22
4608,JAMS,6505.5,92,89
4608,PICNIC_BASKET1,58354.5,15,15
4608,PICNIC_BASKET2,30169,15,15
4609,CROISSANTS,4251.5,50,50
4609,DJEMBES,13354.5,22,22
4609,JAMS,6506,75,75
4609,PICNIC_BASKET1,58354.5,11,11
4609,PICNIC_BASKET2,30171.5,11,11
4610,CROISSANTS,4251.5,48,48
4610,DJEMBES,13355,22,22
4610,JAMS,6506,79,79
4610,PICNIC_BASKET1,58363,11,10
4610,PICNIC_BASKET2,30173.5,11,10
4611,CROISSANTS,4251.5,53,51
4611,DJEMBES,13354.5,17,17
4611,JAMS,6507.5,71,70
4611,PICNIC_BASKET1,58367,14,12
4611,PICNIC_BASKET2,30173.5,14,12
4612,CROISSANTS,4252,40,40
4612,DJEMBES,13354.5,20,20
4612,JAMS,6509,57,57
4612,PICNIC_BASKET1,58369.5,14,14
4612,PICNIC_BASKET2,30177.5,14,14
4613,CROISSANTS,4251.5,52,51
4613,DJEMBES,13354.5,20,20
4613,JAMS,6508,70,70
4613,PICNIC_BASKET1,58364.5,11,11
4613,PICNIC_BASKET2,30175.5,11,11
4614,CROISSANTS,4252.5,37,40
4614,DJEMBES,13354.5,19,19
4614,JAMS,6508,67,67
4614,PICNIC_BASKET1,58365.5,11,11
4614,PICNIC_BASKET2,30179.5,11,11
4615,CROISSANTS,4252.5,45,45
4615,DJEMBES,13354.5,18,18
4615,JAMS,6507.5,94,94
4615,PICNIC_BASKET1,58367.5,10,10
4615,PICNIC_BASKET2,30181,10,10
4616,CROISSANTS,4252.5,41,41
4616,DJEMBES,13354.5,20,20
4616,JAMS,6508,60,60
4616,PICNIC_BASKET1,58369.5,15,15
4616,PICNIC_BASKET2,30183,15,15
4617,CROISSANTS,4252,43,43
4617,DJEMBES,13354.5,19,19
4617,JAMS,6508,85,85
4617,PICNIC_BASKET1,58371.5,12,12
4617,PICNIC_BASKET2,30181,12,12
4618,CROISSANTS,4252.5,41,41
4618,DJEMBES,13354.5,20,20
4618,JAMS,6508,83,83
4618,PICNIC_BASKET1,58379.5,14,14
4618,PICNIC_BASKET2,30187,14,14
4619,CROISSANTS,4253,32,32
4619,DJEMBES,13354.5,20,20
4619,JAMS,6505.5,64,64
4619,PICNIC_BASKET1,58374.5,15,15
4619,PICNIC_BASKET2,30184.5,15,15
4620,CROISSANTS,4253.5,42,42
4620,DJEMBES,13355.5,19,19
4620,JAMS,6506,82,82
4620,PICNIC_BASKET1,58377.5,10,10
4620,PICNIC_BASKET2,30188.5,10,10
4621,CROISSANTS,4253.5,33,33
4621,DJEMBES,13356.5,22,22
4621,JAMS,6505.5,58,58
4621,PICNIC_BASKET1,58384.5,12,12
4621,PICNIC_BASKET2,30192,12,12
4622,CROISSANTS,4253,43,43
4622,DJEMBES,13356.5,24,24
4622,JAMS,6505,65,65
4622,PICNIC_BASKET1,58378.5,12,12
4622,PICNIC_BASKET2,30187.5,12,12
4623,CROISSANTS,4253.5,40,40
4623,DJEMBES,13356.5,23,23
4623,JAMS,6506,67,67
4623,PICNIC_BASKET1,58385,15,15
4623,PICNIC_BASKET2,30193,15,15
4624,CROISSANTS,4252.5,41,41
4624,DJEMBES,13357.5,26,26
4624,JAMS,6506,79,79
4624,PICNIC_BASKET1,58382.5,15,15
4624,PICNIC_BASKET2,30190.5,15,15
4625,CROISSANTS,4252.5,49,49
4625,DJEMBES,13357.5,22,22
4625,JAMS,6506,70,70
4625,PICNIC_BASKET1,58387.5,12,12
4625,PICNIC_BASKET2,30193,12,12
4626,CROISSANTS,4252.5,39,39
4626,DJEMBES,13356.5,19,19
4626,JAMS,6506,73,71
4626,PICNIC_BASKET1,58382.5,10,10
4626,PICNIC_BASKET2,30190,10,10
4627,CROISSANTS,4252.5,44,44
4627,DJEMBES,13356,19,19
4627,JAMS,6505.5,83,83
4627,PICNIC_BASKET1,58382.5,12,12
4627,PICNIC_BASKET2,30187.5,12,12
4628,CROISSANTS,4252.5,42,42
4628,DJEMBES,13355.5,23,23
4628,JAMS,6505.5,79,79
4628,PICNIC_BASKET1,58379.5,15,15
4628,PICNIC_BASKET2,30188,15,15
4629,CROISSANTS,4253,33,33
4629,DJEMBES,13355.5,17,17
4629,JAMS,6504.5,64,64
4629,PICNIC_BASKET1,58378.5,14,14
4629,PICNIC_BASKET2,30187.5,14,14
4630,CROISSANTS,4253.5,38,38
4630,DJEMBES,13355.5,22,22
4630,JAMS,6504.5,76,76
4630,PICNIC_BASKET1,58377.5,13,13
4630,PICNIC_BASKET2,30188,13,13
4631,CROISSANTS,4253,50,50
4631,DJEMBES,13356,18,18
4631,JAMS,6504.5,64,64
4631,PICNIC_BASKET1,58380.5,10,10
4631,PICNIC_BASKET2,30185,10,10
4632,CROISSANTS,4253.5,46,46
4632,DJEMBES,13356,20,20
4632,JAMS,6503.5,61,65
4632,PICNIC_BASKET1,58381.5,12,12
4632,PICNIC_BASKET2,30189.5,12,12
4633,CROISSANTS,4253,49,49
4633,DJEMBES,13355.5,20,20
4633,JAMS,6503.5,75,75
4633,PICNIC_BASKET1,58375.5,13,13
4633,PICNIC_BASKET2,30187,13,13
4634,CROISSANTS,4253,43,43
4634,DJEMBES,13356.5,19,19
4634,JAMS,6504,76,76
4634,PICNIC_BASKET1,58381.5,10,10
4634,PICNIC_BASKET2,30192,10,10
4635,CROISSANTS,4252.5,52,52
4635,DJEMBES,13357.5,17,17
4635,JAMS,6504.5,69,69
4635,PICNIC_BASKET1,58386,11,11
4635,PICNIC_BASKET2,30190.5,11,11
4636,CROISSANTS,4253,45,45
4636,DJEMBES,13356.5,21,21
4636,JAMS,6506,76,76
4636,PICNIC_BASKET1,58396.5,15,15
4636,PICNIC_BASKET2,30197,15,15
4637,CROISSANTS,4252.5,34,34
4637,DJEMBES,13356.5,18,18
4637,JAMS,6506,82,82
4637,PICNIC_BASKET1,58391.5,11,11
4637,PICNIC_BASKET2,30196.5,11,11
4638,CROISSANTS,4253,50,50
4638,DJEMBES,13356.5,20,20
4638,JAMS,6506.5,79,79
4638,PICNIC_BASKET1,58390.5,13,13
4638,PICNIC_BASKET2,30201.5,13,13
4639,CROISSANTS,4253,49,49
4639,DJEMBES,13356.5,24,24
4639,JAMS,6506.5,62,62
4639,PICNIC_BASKET1,58390.5,5,13
4639,PICNIC_BASKET2,30204.5,14,13
4640,CROISSANTS,4252.5,36,36
4640,DJEMBES,13355.5,19,19
4640,JAMS,6506.5,79,79
4640,PICNIC_BASKET1,58388,12,12
4640,PICNIC_BASKET2,30203.5,12,12
4641,CROISSANTS,4252.5,34,34
4641,DJEMBES,13352.5,19,19
4641,JAMS,6506,67,67
4641,PICNIC_BASKET1,58385,12,12
4641,PICNIC_BASKET2,30200.5,12,12
4642,CROISSANTS,4252.5,47,47
4642,DJEMBES,13351.5,20,20
4642,JAMS,6505.5,80,80
4642,PICNIC_BASKET1,58379.5,12,12
4642,PICNIC_BASKET2,30201.5,12,12
4643,CROISSANTS,4253.5,35,35
4643,DJEMBES,13351.5,15,15
4643,JAMS,6505,58,58
4643,PICNIC_BASKET1,58382.5,9,9
4643,PICNIC_BASKET2,30202,9,9
4644,CROISSANTS,4253,39,39
4644,DJEMBES,13352.5,24,24
4644,JAMS,6505,70,70
4644,PICNIC_BASKET1,58386.5,13,13
4644,PICNIC_BASKET2,30196.5,13,13
4645,CROISSANTS,4251.5,53,53
4645,DJEMBES,13352,20,20
4645,JAMS,6505.5,69,69
4645,PICNIC_BASKET1,58377.5,15,15
4645,PICNIC_BASKET2,30190.5,15,15
4646,CROISSANTS,4251.5,30,30
4646,DJEMBES,13352.5,23,23
4646,JAMS,6505.5,66,66
4646,PICNIC_BASKET1,58377.5,13,13
4646,PICNIC_BASKET2,30192.5,13,13
4647,CROISSANTS,4252.5,41,41
4647,DJEMBES,13351.5,23,21
4647,JAMS,6505.5,68,68
4647,PICNIC_BASKET1,58378.5,12,12
4647,PICNIC_BASKET2,30193.5,12,12
4648,CROISSANTS,4251.5,44,44
4648,DJEMBES,13351.5,21,21
4648,JAMS,6505,75,75
4648,PICNIC_BASKET1,58369.5,11,11
4648,PICNIC_BASKET2,30190,11,11
4649,CROISSANTS,4251.5,40,40
4649,DJEMBES,13350.5,23,23
4649,JAMS,6505.5,77,77
4649,PICNIC_BASKET1,58368.5,14,14
4649,PICNIC_BASKET2,30193.5,14,14
4650,CROISSANTS,4251.5,43,43
4650,DJEMBES,13350.5,22,22
4650,JAMS,6505.5,76,76
4650,PICNIC_BASKET1,58370.5,14,14
4650,PICNIC_BASKET2,30193,14,14
4651,CROISSANTS,4251.5,32,32
4651,DJEMBES,13350.5,21,21
4651,JAMS,6506,73,73
4651,PICNIC_BASKET1,58377,14,14
4651,PICNIC_BASKET2,30196,14,14
4652,CROISSANTS,4251.5,40,40
4652,DJEMBES,13350.5,23,23
4652,JAMS,6505.5,79,76
4652,PICNIC_BASKET1,58371.5,10,10
4652,PICNIC_BASKET2,30193,10,10
4653,CROISSANTS,4251.5,48,46
4653,DJEMBES,13350.5,21,21
4653,JAMS,6505.5,75,75
4653,PICNIC_BASKET1,58368.5,13,13
4653,PICNIC_BASKET2,30193,13,13
4654,CROISSANTS,4253.5,42,42
4654,DJEMBES,13351.5,19,19
4654,JAMS,6505,84,84
4654,PICNIC_BASKET1,58377.5,15,15
4654,PICNIC_BASKET2,30200.5,15,15
4655,CROISSANTS,4254.5,32,32
4655,DJEMBES,13351.5,21,21
4655,JAMS,6505,76,76
4655,PICNIC_BASKET1,58378.5,12,12
4655,PICNIC_BASKET2,30202,12,12
4656,CROISSANTS,4254,38,38
4656,DJEMBES,13351.5,21,21
4656,JAMS,6506,65,65
4656,PICNIC_BASKET1,58373.5,15,15
4656,PICNIC_BASKET2,30198.5,15,15
4657,CROISSANTS,4254.5,38,38
4657,DJEMBES,13351,21,21
4657,JAMS,6506,76,76
4657,PICNIC_BASKET1,58381.5,13,13
4657,PICNIC_BASKET2,30203.5,13,13
4658,CROISSANTS,4254.5,38,38
4658,DJEMBES,13351.5,24,24
4658,JAMS,6506,85,85
4658,PICNIC_BASKET1,58383.5,13,13
4658,PICNIC_BASKET2,30201,13,13
4659,CROISSANTS,4254.5,45,45
4659,DJEMBES,13351.5,19,19
4659,JAMS,6506.5,78,78
4659,PICNIC_BASKET1,58388.5,11,11
4659,PICNIC_BASKET2,30201.5,11,11
4660,CROISSANTS,4255.5,40,40
4660,DJEMBES,13351.5,21,21
4660,JAMS,6506.5,72,72
4660,PICNIC_BASKET1,58390.5,15,15
4660,PICNIC_BASKET2,30207.5,15,15
4661,CROISSANTS,4255.5,35,35
4661,DJEMBES,13351.5,24,24
4661,JAMS,6506.5,67,67
4661,PICNIC_BASKET1,58393.5,15,15
4661,PICNIC_BASKET2,30205.5,15,15
4662,CROISSANTS,4255.5,33,33
4662,DJEMBES,13351.5,19,19
4662,JAMS,6507,78,78
4662,PICNIC_BASKET1,58397.5,10,10
4662,PICNIC_BASKET2,30206.5,10,10
4663,CROISSANTS,4256,40,40
4663,DJEMBES,13351.5,24,24
4663,JAMS,6506,87,87
4663,PICNIC_BASKET1,58402.5,13,13
4663,PICNIC_BASKET2,30205.5,13,13
4664,CROISSANTS,4255.5,36,36
4664,DJEMBES,13350.5,19,19
4664,JAMS,6505.5,62,65
4664,PICNIC_BASKET1,58403.5,12,12
4664,PICNIC_BASKET2,30204.5,12,12
4665,CROISSANTS,4255.5,41,41
4665,DJEMBES,13351.5,19,19
4665,JAMS,6507,89,89
4665,PICNIC_BASKET1,58401.5,10,10
4665,PICNIC_BASKET2,30205.5,10,10
4666,CROISSANTS,4255.5,43,43
4666,DJEMBES,13351,21,21
4666,JAMS,6507,69,69
4666,PICNIC_BASKET1,58399.5,15,15
4666,PICNIC_BASKET2,30208.5,15,15
4667,CROISSANTS,4257.5,43,43
4667,DJEMBES,13351,19,19
4667,JAMS,6507,79,79
4667,PICNIC_BASKET1,58408.5,16,16
4667,PICNIC_BASKET2,30217,16,16
4668,CROISSANTS,4257.5,44,44
4668,DJEMBES,13351.5,21,21
4668,JAMS,6507,85,85
4668,PICNIC_BASKET1,58412.5,15,15
4668,PICNIC_BASKET2,30218,15,15
4669,CROISSANTS,4256.5,48,48
4669,DJEMBES,13351.5,24,24
4669,JAMS,6507.5,79,79
4669,PICNIC_BASKET1,58410.5,12,12
4669,PICNIC_BASKET2,30215.5,12,12
4670,CROISSANTS,4256.5,38,38
4670,DJEMBES,13351.5,20,20
4670,JAMS,6508,61,61
4670,PICNIC_BASKET1,58419.5,6,13
4670,PICNIC_BASKET2,30215.5,14,13
4671,CROISSANTS,4256.5,39,39
4671,DJEMBES,13351.5,19,19
4671,JAMS,6509.5,57,57
4671,PICNIC_BASKET1,58422.5,11,11
4671,PICNIC_BASKET2,30215.5,11,11
4672,CROISSANTS,4255.5,46,47
4672,DJEMBES,13351.5,15,15
4672,JAMS,6509.5,74,74
4672,PICNIC_BASKET1,58417,11,7
4672,PICNIC_BASKET2,30213,11,12
4673,CROISSANTS,4255.5,41,41
4673,DJEMBES,13352.5,25,25
4673,JAMS,6509.5,70,70
4673,PICNIC_BASKET1,58419.5,13,13
4673,PICNIC_BASKET2,30218,13,13
4674,CROISSANTS,4255.5,41,41
4674,DJEMBES,13352,17,17
4674,JAMS,6509.5,72,69
4674,PICNIC_BASKET1,58414.5,11,11
4674,PICNIC_BASKET2,30215.5,11,11
4675,CROISSANTS,4255.5,42,42
4675,DJEMBES,13351.5,19,19
4675,JAMS,6509.5,84,84
4675,PICNIC_BASKET1,58410.5,10,10
4675,PICNIC_BASKET2,30217,10,10
4676,CROISSANTS,4255.5,29,29
4676,DJEMBES,13352.5,21,21
4676,JAMS,6510,70,70
4676,PICNIC_BASKET1,58416.5,11,11
4676,PICNIC_BASKET2,30217,11,11
4677,CROISSANTS,4255.5,46,46
4677,DJEMBES,13352.5,19,19
4677,JAMS,6509.5,82,82
4677,PICNIC_BASKET1,58417.5,12,12
4677,PICNIC_BASKET2,30216.5,12,12
4678,CROISSANTS,4255.5,41,41
4678,DJEMBES,13352.5,21,21
4678,JAMS,6509,72,72
4678,PICNIC_BASKET1,58413,12,6
4678,PICNIC_BASKET2,30213,12,12
4679,CROISSANTS,4255.5,52,52
4679,DJEMBES,13353,21,21
4679,JAMS,6509,85,85
4679,PICNIC_BASKET1,58419.5,9,9
4679,PICNIC_BASKET2,30217,9,9
4680,CROISSANTS,4255.5,43,43
4680,DJEMBES,13353.5,15,15
4680,JAMS,6508,87,87
4680,PICNIC_BASKET1,58411.5,11,11
4680,PICNIC_BASKET2,30213,11,11
4681,CROISSANTS,4254,49,49
4681,DJEMBES,13353.5,23,23
4681,JAMS,6508,94,94
4681,PICNIC_BASKET1,58405.5,15,15
4681,PICNIC_BASKET2,30208.5,15,15
4682,CROISSANTS,4253.5,40,40
4682,DJEMBES,13353.5,22,22
4682,JAMS,6508,74,74
4682,PICNIC_BASKET1,58401.5,11,11
4682,PICNIC_BASKET2,30205,11,11
4683,CROISSANTS,4253.5,37,37
4683,DJEMBES,13353,15,15
4683,JAMS,6509,85,85
4683,PICNIC_BASKET1,58403.5,11,11
4683,PICNIC_BASKET2,30210,11,11
4684,CROISSANTS,4253.5,49,49
4684,DJEMBES,13353.5,16,16
4684,JAMS,6511,90,90
4684,PICNIC_BASKET1,58410.5,13,13
4684,PICNIC_BASKET2,30214.5,13,13
4685,CROISSANTS,4254,45,45
4685,DJEMBES,13354,21,21
4685,JAMS,6511,61,61
4685,PICNIC_BASKET1,58413,13,13
4685,PICNIC_BASKET2,30217.5,13,13
4686,CROISSANTS,4254.5,39,39
4686,DJEMBES,13354.5,23,20
4686,JAMS,6511.5,74,74
4686,PICNIC_BASKET1,58420.5,16,16
4686,PICNIC_BASKET2,30219.5,16,16
4687,CROISSANTS,4255,42,42
4687,DJEMBES,13354,20,20
4687,JAMS,6514,89,89
4687,PICNIC_BASKET1,58428.5,13,13
4687,PICNIC_BASKET2,30222.5,13,13
4688,CROISSANTS,4255.5,50,50
4688,DJEMBES,13353,21,21
4688,JAMS,6514,67,69
4688,PICNIC_BASKET1,58424.5,10,13
4688,PICNIC_BASKET2,30225,10,13
4689,CROISSANTS,4255,33,33
4689,DJEMBES,13352.5,17,17
4689,JAMS,6513.5,57,57
4689,PICNIC_BASKET1,58425.5,9,9
4689,PICNIC_BASKET2,30224.5,9,9
4690,CROISSANTS,4255,42,42
4690,DJEMBES,13353.5,21,21
4690,JAMS,6514,86,86
4690,PICNIC_BASKET1,58427.5,15,15
4690,PICNIC_BASKET2,30226.5,15,15
4691,CROISSANTS,4254.5,37,37
4691,DJEMBES,13353,23,23
4691,JAMS,6513.5,86,86
4691,PICNIC_BASKET1,58427,11,12
4691,PICNIC_BASKET2,30222.5,11,12
4692,CROISSANTS,4254.5,40,40
4692,DJEMBES,13353,21,21
4692,JAMS,6513,63,63
4692,PICNIC_BASKET1,58424.5,14,15
4692,PICNIC_BASKET2,30221,14,15
4693,CROISSANTS,4254.5,46,46
4693,DJEMBES,13351,23,23
4693,JAMS,6513.5,83,83
4693,PICNIC_BASKET1,58425.5,14,14
4693,PICNIC_BASKET2,30223,14,14
4694,CROISSANTS,4254.5,48,48
4694,DJEMBES,13350.5,21,21
4694,JAMS,6513,69,68
4694,PICNIC_BASKET1,58428.5,13,13
4694,PICNIC_BASKET2,30220.5,13,13
4695,CROISSANTS,4254.5,44,44
4695,DJEMBES,13349.5,20,20
4695,JAMS,6513,86,89
4695,PICNIC_BASKET1,58427.5,17,17
4695,PICNIC_BASKET2,30219,17,17
4696,CROISSANTS,4254.5,39,39
4696,DJEMBES,13349.5,17,17
4696,JAMS,6513,84,84
4696,PICNIC_BASKET1,58423.5,10,10
4696,PICNIC_BASKET2,30220.5,10,10
4697,CROISSANTS,4254.5,46,46
4697,DJEMBES,13349,25,25
4697,JAMS,6512.5,62,62
4697,PICNIC_BASKET1,58419.5,13,13
4697,PICNIC_BASKET2,30221.5,13,13
4698,CROISSANTS,4255.5,44,44
4698,DJEMBES,13348.5,22,22
4698,JAMS,6514,84,84
4698,PICNIC_BASKET1,58425,11,11
4698,PICNIC_BASKET2,30226,11,11
4699,CROISSANTS,4255.5,38,38
4699,DJEMBES,13346.5,23,23
4699,JAMS,6514.5,84,84
4699,PICNIC_BASKET1,58425.5,10,10
4699,PICNIC_BASKET2,30229,10,10
4700,CROISSANTS,4255.5,42,42
4700,DJEMBES,13347,17,17
4700,JAMS,6515,60,60
4700,PICNIC_BASKET1,58432.5,12,12
4700,PICNIC_BASKET2,30231.5,12,12
4701,CROISSANTS,4255.5,48,48
4701,DJEMBES,13347.5,20,20
4701,JAMS,6514.5,94,94
4701,PICNIC_BASKET1,58434.5,13,13
4701,PICNIC_BASKET2,30229.5,13,13
4702,CROISSANTS,4255.5,41,41
4702,DJEMBES,13347.5,22,22
4702,JAMS,6515,89,89
4702,PICNIC_BASKET1,58430.5,13,13
4702,PICNIC_BASKET2,30226,13,13
4703,CROISSANTS,4256.5,46,46
4703,DJEMBES,13347.5,21,23
4703,JAMS,6513,71,71
4703,PICNIC_BASKET1,58431.5,13,13
4703,PICNIC_BASKET2,30229,13,13
4704,CROISSANTS,4255.5,44,44
4704,DJEMBES,13347.5,20,20
4704,JAMS,6513,72,72
4704,PICNIC_BASKET1,58423.5,16,16
4704,PICNIC_BASKET2,30227.5,16,16
4705,CROISSANTS,4257.5,38,38
4705,DJEMBES,13347,15,15
4705,JAMS,6513,82,82
4705,PICNIC_BASKET1,58435.5,10,10
4705,PICNIC_BASKET2,30235,10,10
4706,CROISSANTS,4257.5,37,37
4706,DJEMBES,13347.5,15,15
4706,JAMS,6513,81,81
4706,PICNIC_BASKET1,58439.5,9,9
4706,PICNIC_BASKET2,30236.5,9,9
4707,CROISSANTS,4257.5,41,41
4707,DJEMBES,13347.5,23,23
4707,JAMS,6512.5,54,54
4707,PICNIC_BASKET1,58433.5,11,11
4707,PICNIC_BASKET2,30231.5,11,11
4708,CROISSANTS,4257.5,38,38
4708,DJEMBES,13347.5,20,20
4708,JAMS,6513,65,63
4708,PICNIC_BASKET1,58430,10,10
4708,PICNIC_BASKET2,30230.5,10,10
4709,CROISSANTS,4257.5,45,45
4709,DJEMBES,13347.5,19,19
4709,JAMS,6513,91,91
4709,PICNIC_BASKET1,58433.5,11,11
4709,PICNIC_BASKET2,30236,11,11
4710,CROISSANTS,4258.5,52,52
4710,DJEMBES,13347.5,17,17
4710,JAMS,6513,74,74
4710,PICNIC_BASKET1,58435.5,12,12
4710,PICNIC_BASKET2,30239,12,12
4711,CROISSANTS,4258,47,47
4711,DJEMBES,13347.5,22,22
4711,JAMS,6513,89,89
4711,PICNIC_BASKET1,58433.5,16,16
4711,PICNIC_BASKET2,30237,16,16
4712,CROISSANTS,4258,48,48
4712,DJEMBES,13347.5,17,17
4712,JAMS,6513.5,73,73
4712,PICNIC_BASKET1,58436.5,9,9
4712,PICNIC_BASKET2,30236,9,9
4713,CROISSANTS,4258.5,32,32
4713,DJEMBES,13345.5,16,16
4713,JAMS,6514,80,80
4713,PICNIC_BASKET1,58441.5,9,9
4713,PICNIC_BASKET2,30241,9,9
4714,CROISSANTS,4258.5,42,42
4714,DJEMBES,13345.5,21,21
4714,JAMS,6514,58,58
4714,PICNIC_BASKET1,58442.5,10,10
4714,PICNIC_BASKET2,30237,10,10
4715,CROISSANTS,4258.5,45,45
4715,DJEMBES,13344.5,22,22
4715,JAMS,6514,77,73
4715,PICNIC_BASKET1,58437.5,12,12
4715,PICNIC_BASKET2,30237,12,12
4716,CROISSANTS,4259.5,36,36
4716,DJEMBES,13344,25,25
4716,JAMS,6514,83,83
4716,PICNIC_BASKET1,58443,15,15
4716,PICNIC_BASKET2,30241.5,15,15
4717,CROISSANTS,4258.5,46,46
4717,DJEMBES,13344.5,21,21
4717,JAMS,6514,73,73
4717,PICNIC_BASKET1,58440.5,13,13
4717,PICNIC_BASKET2,30234.5,13,13
4718,CROISSANTS,4258.5,34,34
4718,DJEMBES,13344.5,21,21
4718,JAMS,6515.5,77,78
4718,PICNIC_BASKET1,58449.5,14,14
4718,PICNIC_BASKET2,30240,14,14
4719,CROISSANTS,4258.5,45,45
4719,DJEMBES,13344.5,19,19
4719,JAMS,6516,81,81
4719,PICNIC_BASKET1,58453.5,11,11
4719,PICNIC_BASKET2,30237.5,11,11
4720,CROISSANTS,4259,46,46
4720,DJEMBES,13344.5,17,17
4720,JAMS,6516,78,78
4720,PICNIC_BASKET1,58453.5,10,10
4720,PICNIC_BASKET2,30237,10,10
4721,CROISSANTS,4259.5,42,42
4721,DJEMBES,13345,22,22
4721,JAMS,6516,78,76
4721,PICNIC_BASKET1,58459.5,13,13
4721,PICNIC_BASKET2,30241,13,13
4722,CROISSANTS,4260.5,47,47
4722,DJEMBES,13344.5,23,23
4722,JAMS,6516,72,72
4722,PICNIC_BASKET1,58459.5,13,13
4722,PICNIC_BASKET2,30243.5,13,13
4723,CROISSANTS,4260.5,40,40
4723,DJEMBES,13344.5,25,25
4723,JAMS,6515.5,58,58
4723,PICNIC_BASKET1,58458,15,15
4723,PICNIC_BASKET2,30244.5,15,15
4724,CROISSANTS,4261,36,36
4724,DJEMBES,13345.5,21,21
4724,JAMS,6515.5,65,65
4724,PICNIC_BASKET1,58461.5,13,13
4724,PICNIC_BASKET2,30247,13,13
4725,CROISSANTS,4261.5,38,38
4725,DJEMBES,13344.5,19,19
4725,JAMS,6515,67,67
4725,PICNIC_BASKET1,58462.5,12,12
4725,PICNIC_BASKET2,30246,12,12
4726,CROISSANTS,4261.5,37,37
4726,DJEMBES,13345.5,22,22
4726,JAMS,6514.5,71,71
4726,PICNIC_BASKET1,58469.5,11,11
4726,PICNIC_BASKET2,30247.5,11,11
4727,CROISSANTS,4260.5,45,45
4727,DJEMBES,13346.5,18,18
4727,JAMS,6515,88,88
4727,PICNIC_BASKET1,58471.5,12,12
4727,PICNIC_BASKET2,30246,12,12
4728,CROISSANTS,4261.5,48,48
4728,DJEMBES,13346.5,16,16
4728,JAMS,6514.5,64,66
4728,PICNIC_BASKET1,58470.5,12,12
4728,PICNIC_BASKET2,30245.5,12,12
4729,CROISSANTS,4261.5,43,43
4729,DJEMBES,13347,17,17
4729,JAMS,6515,85,85
4729,PICNIC_BASKET1,58472,8,10
4729,PICNIC_BASKET2,30245,8,10
4730,CROISSANTS,4261.5,44,44
4730,DJEMBES,13347.5,22,22
4730,JAMS,6515,62,62
4730,PICNIC_BASKET1,58467.5,9,9
4730,PICNIC_BASKET2,30246,9,9
4731,CROISSANTS,4261.5,41,41
4731,DJEMBES,13346.5,17,17
4731,JAMS,6515.5,73,73
4731,PICNIC_BASKET1,58466.5,10,10
4731,PICNIC_BASKET2,30245.5,10,10
4732,CROISSANTS,4261.5,36,36
4732,DJEMBES,13347,22,22
4732,JAMS,6515.5,67,67
4732,PICNIC_BASKET1,58468.5,13,13
4732,PICNIC_BASKET2,30246,13,13
4733,CROISSANTS,4261.5,49,49
4733,DJEMBES,13347,18,18
4733,JAMS,6516,73,73
4733,PICNIC_BASKET1,58467.5,15,15
